28.606107,0.257839,3.609335,3.569224,3.802323,4.170546,2.496116,3.821392,3.359140,3.307194,3.441990,3.342701,3.310811,3.829940,3.805939,3.921338,3.567252,2.366074,2.982699,3.116720,3.251385,2.876062,2.853188,2.746874,2.270391,3.753319,2.223999,1.523612,3.017493,2.493007,3.362532,3.093202,3.283279
27.706253,0.169070,3.544567,3.561334,3.761555,4.138656,2.476719,3.787857,3.290756,3.283523,3.418976,3.335140,3.269714,3.803967,3.758596,3.898324,3.470593,2.367041,2.980766,3.076771,3.225934,2.833214,2.811629,2.771681,2.258471,3.725613,2.215623,1.494939,3.018459,2.499773,3.347713,3.077416,3.286501
27.813816,0.164796,3.522868,3.547197,3.711911,4.100847,2.390581,3.746761,3.326592,3.293057,3.343030,3.319687,3.206590,3.758925,3.709610,3.861831,3.426867,2.336113,2.935663,3.052609,3.180831,2.707892,2.754284,2.781990,2.177607,3.705316,2.212079,1.412143,2.999452,2.479154,3.319040,3.039722,3.223679
29.049653,0.163810,3.462703,3.543252,3.687911,4.076518,2.268935,3.683966,3.293057,3.250646,3.329551,3.304893,3.180289,3.733939,3.679363,3.829940,3.364729,2.320971,2.855121,3.016204,3.124452,2.658923,2.723356,2.773291,2.157633,3.662791,2.130894,1.318715,2.938240,2.422775,3.273292,3.015238,3.207893
28.322600,0.143755,3.452840,3.513005,3.640897,4.041668,2.147619,3.587964,3.263139,3.223686,3.297002,3.276290,3.159576,3.713884,3.654705,3.782268,3.320345,2.283600,2.816784,2.982699,3.066140,2.597389,2.730121,2.786500,2.070326,3.647327,2.090301,1.233019,2.939207,2.341268,3.230766,2.947583,3.119297
25.848666,0.130275,3.441004,3.476511,3.606047,4.021942,2.109481,3.598156,3.236508,3.202316,3.272344,3.250974,3.123740,3.688568,3.650760,3.773720,3.346975,2.268780,2.812273,3.007184,3.019748,2.564850,2.719812,2.775224,1.884115,3.612533,2.079991,1.195970,2.913756,2.320649,3.192429,2.903768,3.038756
22.275732,0.154933,3.400236,3.465004,3.570868,4.033778,2.134139,3.585005,3.218097,3.148069,3.244728,3.227960,3.119795,3.680349,3.638595,3.778980,3.346318,2.286822,2.810340,2.983665,2.951127,2.522969,2.693717,2.789077,1.920197,3.596747,2.085790,1.164720,2.879284,2.307440,3.176965,2.885083,2.970779
14.286949,0.188139,3.368674,3.445278,3.493278,4.002544,1.999671,3.506429,3.225988,3.068835,3.218426,3.190809,3.110918,3.653061,3.626431,3.764186,3.319030,2.202092,2.743652,2.966591,2.857699,2.438884,2.601899,2.778446,1.765236,3.567752,2.045198,1.117362,2.777480,2.149901,3.160857,2.786822,2.822261
10.598555,0.161508,3.310811,3.396291,3.433442,3.989394,1.933588,3.424237,3.125713,2.998478,3.169439,3.141165,3.079356,3.630705,3.596512,3.727363,3.232234,2.120906,2.671809,2.954026,2.693394,2.282633,2.445971,2.771036,1.628316,3.518783,2.047453,1.140235,2.728833,2.127028,3.082570,2.574837,2.459180
-0.040799,0.120741,3.155631,3.295358,3.298317,3.892077,1.667284,3.206590,2.817654,2.876175,3.052068,3.007026,2.938313,3.553772,3.537991,3.667856,3.171412,2.054540,2.555508,2.953382,2.591268,2.229798,2.356087,2.726255,0.977542,3.544556,2.048741,1.209823,2.707892,1.989141,2.935018,2.468201,2.214334
-4.443693,0.174330,2.830147,3.036287,3.186535,3.697445,0.824642,2.928450,2.288990,2.604611,2.896888,2.850202,2.776558,3.328893,3.368345,3.509388,2.950149,1.869940,2.296809,3.089336,2.411822,2.292621,2.325804,2.548420,0.811627,3.551966,1.973355,0.922774,2.433407,1.948548,2.755572,2.315816,2.327737
-12.883926,0.055644,2.479677,2.737763,2.743352,3.352564,0.052027,2.029918,1.380266,2.155838,2.853819,2.669378,2.354416,3.051739,3.207577,3.356839,2.569761,1.322903,1.696937,3.075805,2.727544,2.275224,2.332569,1.367684,0.899578,3.535213,1.736885,0.355441,1.620261,1.733342,2.691139,2.102221,1.967234
-15.829707,0.092466,2.388608,2.489869,2.634200,3.239796,0.047753,1.149797,0.921301,1.910246,2.765051,2.304114,1.737312,2.810092,2.835079,3.311797,2.144331,0.693392,1.838045,2.816139,2.385726,2.051319,1.797775,0.154410,0.245905,3.517172,1.454669,0.008469,1.106730,1.598999,2.238497,1.619939,1.583857
