35.754043,-2.148453,2.296552,2.026631,3.022807,2.193318,3.483087,0.145727,0.144741,2.696666,0.584309,0.002382,0.140467,0.528089,0.714503,0.200632,0.066164,2.320327,3.632185,2.942428,3.707572,2.848356,3.188885,0.819359,0.796163,3.859956,2.310340,3.368976,3.278769,2.780057,2.219167,1.221099,3.279736,87.290176
42.897258,-2.233606,2.395183,1.807340,2.959354,2.274524,3.532402,0.147042,0.146714,2.820284,0.580693,0.000081,0.138823,0.558994,0.806888,0.329182,0.292688,2.043587,3.425032,2.854799,3.626386,2.582247,3.059697,1.923741,0.008147,3.825162,2.266525,3.337081,3.282313,2.786822,2.208213,1.096743,3.176643,104.729855
47.843176,-2.237880,2.424773,1.937534,3.185220,2.397485,3.578101,0.154933,0.153289,2.898861,0.513295,-0.000248,0.235482,0.613899,0.947931,0.481404,0.387046,1.999128,3.358988,2.813562,3.632507,2.469489,2.949516,2.319682,0.010402,3.832572,2.341590,3.327738,3.276514,2.806152,1.881215,0.631537,3.218524,116.804777
55.137954,-2.317772,2.591788,1.925698,3.281221,2.463896,3.583362,0.156577,0.156248,3.002423,0.444581,0.001396,0.246989,0.576748,0.940041,0.500473,0.381128,1.963690,3.377996,2.777480,3.600613,2.374773,2.904735,2.493652,0.011047,3.791979,2.377028,3.238498,3.289078,2.825482,1.236241,0.433727,3.283279,134.614047
59.902072,-2.339142,2.593432,1.956274,3.391031,2.479020,3.617554,0.159864,0.157892,3.053054,0.566227,0.001067,0.313072,0.617844,1.128427,0.586611,0.403485,2.030378,3.335148,2.801320,3.621876,2.434373,2.925031,2.560984,0.012013,3.818719,2.413755,3.216591,3.320651,2.925031,0.865428,0.377348,3.464659,146.245461
64.798588,-2.287196,2.746311,2.029918,3.445935,2.671351,3.694486,0.643817,0.171043,3.066534,0.766120,0.069781,0.446883,0.712859,1.546624,0.757572,0.567871,2.109953,3.340625,2.828704,3.630252,2.458536,2.945972,2.537144,0.011369,3.853191,2.432118,3.215625,3.318718,3.018137,0.706601,0.003637,3.638306,158.199832
68.234832,-2.272072,2.779517,2.098960,3.448894,2.746968,3.736898,0.831217,0.177289,3.095466,0.887108,0.347593,0.583652,0.838121,1.689640,1.037357,0.755600,2.189528,3.348357,2.834825,3.655381,2.477221,2.988820,2.581281,0.011691,3.880575,2.485598,3.179542,3.331604,3.098356,0.431150,0.267490,3.679543,166.588777
70.363001,-2.273387,2.818640,2.120988,3.451525,2.794969,3.777336,0.893355,0.178276,3.109603,0.927547,0.526446,0.688859,1.117249,1.943123,1.173140,0.900588,2.313561,3.339658,2.866075,3.663435,2.545843,3.055508,2.582892,0.010402,3.896039,2.493652,3.166978,3.331282,3.096101,0.373160,0.156021,3.808087,171.784863
72.207955,-2.243798,2.782804,2.049316,3.439360,2.764393,3.766487,0.885465,0.176303,3.048123,0.838121,0.359100,0.757572,1.090947,1.835943,1.168208,0.897958,2.323871,3.318718,2.851255,3.655059,2.524902,3.011694,2.578059,0.011047,3.901838,2.510727,3.137661,3.319684,3.103189,0.235273,0.000093,3.857701,176.288898
75.213258,-2.290155,2.847572,2.111783,3.437059,2.802859,3.796076,1.097522,0.182879,3.106644,0.953520,0.585296,0.818066,1.231661,2.076604,1.300703,1.089961,2.445327,3.339336,2.866075,3.672133,2.605443,3.080315,2.611886,0.012013,3.917946,2.571616,3.091591,3.328705,3.126063,0.013624,0.000415,3.902160,183.626125
77.641025,-2.180015,2.863353,2.224551,3.449881,2.881765,3.831255,1.166893,0.386717,3.110260,1.021576,0.760202,0.870999,1.306621,2.147947,1.369745,1.217195,2.496229,3.350290,2.855444,3.686953,2.669876,3.127996,2.646036,0.012657,3.944363,2.576448,3.063563,3.339658,3.115753,0.014268,0.000093,3.942430,189.553453
79.855514,-2.105384,2.849874,2.237373,3.454155,2.899189,3.841447,1.178071,0.505404,3.096123,1.050508,0.798340,0.876588,1.460158,2.277154,1.413143,1.276374,2.523291,3.384762,2.890882,3.705961,2.714013,3.169877,2.652157,0.011047,3.966593,2.621229,3.135405,3.375741,3.127673,0.014268,-0.000551,3.984956,194.959883
81.413987,-2.020560,2.928121,2.272880,3.574485,3.003410,3.867420,1.339170,0.782559,3.137877,1.078125,0.866067,0.920643,1.576543,2.284059,1.624215,1.324704,2.619941,3.423422,2.885405,3.764595,2.798098,3.204349,2.699515,0.011369,4.041335,2.705637,3.154735,3.412146,3.135728,0.013302,-0.000551,4.051967,198.764426
83.696242,-1.947901,2.950149,2.308716,3.630705,3.068178,3.900625,1.461144,0.917355,3.149713,1.244483,0.994617,1.063001,1.711997,2.437924,1.764271,1.442075,2.649258,3.441141,2.930830,3.773938,2.819683,3.229156,2.742686,0.012013,4.045846,2.804864,3.157635,3.401192,3.185663,0.013624,-0.000229,4.083861,204.336551
84.813530,-1.874913,2.963628,2.367567,3.664897,3.084945,3.909174,1.547611,1.007768,3.125384,1.359882,1.038015,1.262566,1.774134,2.538528,1.924712,1.584104,2.682119,3.414723,2.933085,3.781348,2.829993,3.246553,2.787789,0.011691,4.037147,2.814851,3.204349,3.395071,3.197583,0.014268,-0.000551,4.096104,207.064074
85.607334,-1.759184,2.939628,2.372498,3.701062,3.152672,3.927913,1.707723,1.128756,3.136891,1.439774,1.096865,1.413472,1.879999,2.618748,2.029261,1.848437,2.706281,3.428898,2.938240,3.793912,2.882828,3.264916,2.776835,0.011369,4.059377,2.819683,3.235921,3.415367,3.193717,0.014268,-0.000229,4.117366,209.002312
85.819688,-1.739129,2.927792,2.484280,3.703363,3.180289,3.954215,1.787285,1.290183,3.145110,1.473966,1.184976,1.491391,1.958575,2.687461,2.183455,1.980932,2.742686,3.426965,2.955315,3.813564,2.929864,3.320651,2.790688,0.012657,4.056155,2.816784,3.281669,3.442429,3.214014,0.014268,-0.000874,4.127998,209.520730
84.718234,-1.653648,2.939957,2.575350,3.731966,3.235851,3.993996,1.954301,1.400979,3.132617,1.611721,1.289525,1.656763,2.198578,2.830476,2.334032,2.188057,2.793266,3.491076,2.986565,3.820007,2.964658,3.329027,2.807119,0.011691,4.070008,2.829348,3.346102,3.534246,3.205315,0.014268,-0.001196,4.144428,206.831406
85.890484,-1.562249,2.929108,2.587514,3.740185,3.369332,4.051531,2.242962,1.506843,3.104671,1.640653,1.529200,1.839560,2.411622,2.965272,2.590473,2.364608,2.828704,3.493654,3.000740,3.820330,3.001062,3.344169,2.797454,0.012657,4.070975,2.852544,3.336759,3.524904,3.186308,0.302284,0.001059,4.178256,209.693371
86.068587,-1.515563,2.896888,2.576336,3.726377,3.468621,4.075203,2.561213,1.575228,3.095137,1.656105,1.628160,1.994740,2.498089,3.037602,2.708502,2.548391,2.796809,3.452094,2.959825,3.796812,2.949194,3.318073,2.759760,0.011691,4.050034,2.867364,3.277480,3.428254,3.207893,0.014913,-0.000229,4.220137,210.128445
87.086048,-1.431068,2.925162,2.719352,3.782597,3.562649,4.114655,2.631241,1.653804,3.132617,1.760983,1.824436,2.053261,2.676611,3.096452,2.831463,2.640447,2.904091,3.543589,3.020392,3.823873,3.079349,3.357055,2.872196,0.012657,4.083217,2.951449,3.342880,3.452094,3.233988,0.507181,0.001704,4.298102,212.612387
85.867244,-1.280161,2.933382,2.812723,3.813830,3.595197,4.136354,2.797270,1.843176,3.151685,1.881971,1.785313,2.129865,2.766695,3.110918,3.009656,2.799572,2.947905,3.556476,3.028446,3.816141,3.107377,3.363177,2.927931,0.013302,4.105446,3.070972,3.291656,3.470136,3.279091,0.701124,0.002670,4.336117,209.636816
85.019683,-1.164762,2.912669,2.948176,3.819419,3.620184,4.154437,2.987958,1.918136,3.193439,1.991452,1.828053,2.295237,2.867627,3.163192,3.190809,2.977108,3.035212,3.606734,3.102545,3.858023,3.166011,3.385084,2.911500,0.012335,4.135408,3.119619,3.325483,3.469813,3.275870,0.843843,0.003637,4.358347,207.567609
86.158291,-0.988868,2.896559,2.972505,3.821720,3.637609,4.154108,3.086589,2.011178,3.173713,2.103234,1.955616,2.458307,2.988615,3.226974,3.325277,3.091192,3.059374,3.642816,3.133795,3.857701,3.179542,3.392494,2.982377,0.013302,4.136374,3.138949,3.401192,3.475290,3.292622,1.269101,0.005248,4.372522,210.347223
85.061216,-0.928373,2.874532,3.116836,3.833885,3.660623,4.179423,3.192782,2.047672,3.209220,2.197592,2.096988,2.679570,3.118151,3.281550,3.438374,3.250974,3.126707,3.671167,3.239465,3.879930,3.269426,3.446617,3.027158,0.605441,4.173423,3.192429,3.455316,3.478512,3.309697,1.666975,0.007825,4.380898,207.668812
83.054407,-0.879715,2.848230,3.143795,3.834214,3.675417,4.194218,3.307852,2.271565,3.195741,2.377758,2.165043,2.763736,3.172727,3.324619,3.507744,3.340729,3.146681,3.687597,3.224967,3.876064,3.264916,3.440818,3.054220,0.682116,4.179545,3.174710,3.504929,3.473679,3.341269,1.464656,0.005570,4.384120,202.769391
77.572561,-0.831057,2.832449,3.226316,3.815474,3.682979,4.202108,3.363743,2.503020,3.181932,2.405704,2.170633,2.856120,3.225330,3.358482,3.576129,3.424565,3.202094,3.757185,3.266527,3.886696,3.309375,3.480767,3.066784,1.445970,4.201130,3.191462,3.598357,3.469169,3.369298,1.832246,0.390557,4.383476,189.386270
68.730046,-0.882016,2.806805,3.277276,3.763528,3.663253,4.203095,3.390044,2.398142,3.124069,2.475732,2.146961,2.939299,3.229275,3.359469,3.606376,3.520566,3.170844,3.756541,3.261694,3.893783,3.301965,3.478190,3.092557,1.796486,4.200163,3.195650,3.661180,3.440818,3.338692,1.941460,0.645067,4.372200,167.797758
60.175433,-0.574285,2.808449,3.224015,3.656349,3.580074,4.181067,3.471251,2.800229,3.021163,2.488226,2.187071,2.932066,3.261495,3.355523,3.611307,3.555745,3.224001,3.804866,3.303254,3.955317,3.330316,3.527803,3.240754,2.508794,4.258475,3.186630,3.743976,3.435986,3.401514,2.264914,1.214655,4.350292,146.912707
47.896092,-0.397405,2.834093,3.219412,3.544567,3.465990,4.160683,3.536019,2.813380,2.869929,2.594747,2.287018,2.982040,3.277276,3.330208,3.616896,3.659308,3.349001,3.885085,3.418589,3.989467,3.430831,3.598357,3.364465,3.144104,4.278449,3.254285,3.791335,3.597069,3.412146,2.901513,2.345134,4.328385,116.933762
30.225168,0.005341,2.884723,3.176343,3.446593,3.412401,4.126820,3.458100,2.855792,2.548391,2.583240,2.269264,2.940615,3.218097,3.291413,3.593882,3.725719,3.392494,3.927289,3.503963,4.028771,3.454994,3.625742,3.323228,3.529736,4.286504,3.182119,3.781992,3.714659,3.453705,3.236565,2.714013,4.260086,73.791961
17.925351,0.313730,2.965601,2.999793,3.310811,3.137877,4.000901,3.208892,2.766366,2.477705,2.577980,2.196934,2.849216,3.154316,3.219741,3.462703,3.715528,3.474324,3.990111,3.550033,4.090305,3.441141,3.662791,3.303898,3.749453,4.297135,3.020070,3.779737,3.805188,3.443396,3.449195,3.056153,4.187276,43.762910
