12.175425,23.775566,-1.193694,1.577858,2.168660,2.452061,3.869063,3.859200,3.467306,2.621049,1.837587,2.135783,1.750792,2.637159,3.459086,3.518923,3.719473,3.679691,2.451126,1.615107,3.029091,3.145393,2.907957,2.355765,0.010724,3.262339,3.597713,0.975287,2.445649,2.530056,2.269747,2.146357,0.008791,0.000093,59.450387,116.091395
11.557320,24.639242,-1.142734,1.665640,2.216003,2.569103,3.884187,3.868077,3.564622,2.654584,1.995069,2.194304,1.881971,2.737763,3.498539,3.523197,3.745774,3.745446,2.522324,1.626705,3.064851,3.179542,2.983021,2.384760,0.011691,3.483344,3.600290,0.993006,2.452415,2.759438,2.242041,2.287144,0.009436,-0.000874,56.432152,120.308687
11.543441,26.111322,-1.018129,1.703777,2.250524,2.652282,3.902269,3.885502,3.609335,2.713434,1.986849,2.299182,2.060494,2.819627,3.512347,3.527471,3.762213,3.773720,2.545198,1.658599,3.071295,3.205960,3.050998,2.475288,0.011369,3.496231,3.621231,1.038431,2.461757,2.852222,2.266847,2.307440,0.010080,0.000415,56.364684,127.496590
11.200582,27.618743,-1.127281,1.747833,2.350470,2.693050,3.918050,3.897338,3.652732,2.792996,2.172934,2.234085,2.134139,2.861052,3.521553,3.534704,3.779309,3.797720,2.566783,1.712079,3.109954,3.230444,3.101256,2.504283,0.012013,3.603190,3.631541,1.015880,2.476255,2.884761,2.318072,2.323548,0.010402,0.000737,54.690367,134.857133
10.757595,28.794131,-1.113802,1.827724,2.411622,2.772941,3.937119,3.906215,3.704678,2.864997,2.267949,2.316936,2.225209,2.935025,3.534046,3.536676,3.789830,3.811857,2.559696,1.788110,3.124774,3.232699,3.128962,2.534889,0.012335,3.665368,3.665046,1.123483,2.494296,2.923743,2.373162,2.396036,0.009436,-0.000229,52.527398,140.596441
10.305912,30.029673,-1.119062,1.850738,2.506637,2.817983,3.948297,3.905886,3.751364,2.917929,2.360991,2.268278,2.320552,2.986642,3.544895,3.537005,3.814816,3.817446,2.589657,1.872517,3.148292,3.257184,3.144426,2.574515,0.012335,3.640561,3.649904,1.216911,2.521358,2.916977,2.402801,2.464979,0.011047,0.000093,50.321766,146.629437
9.796199,30.374807,-1.097363,1.895122,2.571076,2.831791,3.936461,3.915749,3.769446,2.919244,2.452061,2.249866,2.340607,3.015903,3.546539,3.536019,3.818762,3.824679,2.597067,2.019102,3.164400,3.221101,3.151192,2.574515,0.013302,3.630896,3.647971,1.257181,2.535533,2.932763,2.418265,2.435018,0.009758,-0.000229,47.832863,148.314668
9.585619,31.476487,-1.060540,2.013809,2.658529,2.797599,3.945010,3.907201,3.789830,3.007355,2.495130,2.290963,2.387622,3.055027,3.561992,3.536347,3.835529,3.825994,2.692428,2.115430,3.199839,3.245908,3.174387,2.654412,0.777799,3.654092,3.663435,1.322259,2.566783,3.010727,2.439850,2.596423,0.010724,0.000093,46.804957,153.693812
9.277526,32.306627,-1.024047,2.051946,2.703242,2.812723,3.953229,3.911804,3.803309,3.071137,2.482308,2.288990,2.456335,3.079356,3.568567,3.541279,3.837501,3.825666,2.666010,2.179218,3.195973,3.253962,3.176643,2.649258,1.106730,3.688242,3.665368,1.305828,2.690173,3.076771,2.459180,2.596100,0.010080,0.441137,45.300305,157.747395
8.649405,32.909865,-0.868866,2.041425,2.696338,2.866312,3.948626,3.888132,3.796734,2.969875,2.319895,2.307730,2.451732,3.072452,3.564293,3.537005,3.814159,3.816789,2.673742,2.188239,3.192429,3.254285,3.182764,2.639915,1.508792,3.615432,3.684698,1.294230,2.723356,3.153769,2.476899,2.601255,0.012013,0.887336,42.233453,160.692703
8.825438,33.531978,-1.010896,2.093700,2.684831,2.886696,3.952242,3.890434,3.840789,3.059630,2.551678,2.303456,2.481979,3.075411,3.571197,3.539964,3.815145,3.832570,2.683085,2.297131,3.227545,3.263627,3.208537,2.696294,1.609952,3.639595,3.714015,1.239784,2.798420,3.306798,2.554541,2.650224,0.010402,1.166331,43.093184,163.730285
8.398973,35.101078,-1.047389,2.116714,2.713763,2.918587,3.996627,3.892077,3.888790,3.109274,2.644721,2.329758,2.499404,3.103356,3.577444,3.548841,3.822049,3.831255,2.770714,2.435662,3.262017,3.333859,3.232699,2.844812,1.789720,3.674711,3.723358,1.232697,2.866719,3.368653,2.610920,2.719168,0.011691,1.699192,41.010582,171.391957
7.985384,35.867751,-0.948757,2.069700,2.790037,2.990916,4.010435,3.882872,3.934489,3.175028,2.682200,2.388279,2.533267,3.169768,3.580403,3.542265,3.829940,3.835200,2.782956,2.535533,3.302609,3.402803,3.239787,2.916011,2.084502,3.666012,3.755896,1.276189,2.929864,3.449839,2.680508,2.835791,0.012013,2.014592,39.411672,175.135480
8.071497,37.271796,-1.106897,2.136440,2.920559,3.146096,4.020627,3.893721,3.966051,3.240454,2.921875,2.449102,2.564829,3.187193,3.604074,3.542923,3.831912,3.831584,2.799387,2.647969,3.327094,3.440496,3.263305,3.020070,2.510082,3.627997,3.759440,1.332568,2.976578,3.494942,2.776513,2.908923,0.012013,2.109631,39.411672,181.991000
7.536612,38.142429,-1.238736,2.175235,2.935025,3.216125,4.025558,3.900625,3.984462,3.278262,3.084616,2.446143,2.636830,3.245056,3.624129,3.541279,3.840460,3.835200,2.829026,2.757183,3.330960,3.501386,3.292944,3.080959,2.600933,3.668912,3.744943,1.506537,3.012660,3.582571,2.855444,2.968846,0.012013,2.188561,36.799738,186.242523
7.428089,38.835395,-1.127610,2.253483,3.004396,3.376236,4.021284,3.901283,3.992353,3.321660,3.133274,2.495459,2.663132,3.286153,3.656678,3.545882,3.846707,3.828296,2.862209,2.799065,3.365432,3.540690,3.345457,3.131539,2.882828,3.685020,3.781348,1.773612,3.025869,3.596102,2.916655,3.060341,0.013946,2.430507,36.269910,189.625883
6.924587,39.946947,-1.152926,2.329429,3.032999,3.396949,4.020956,3.896680,3.997942,3.367359,3.213823,2.511897,2.710475,3.305879,3.718815,3.554430,3.849008,3.822707,2.897003,2.847712,3.364143,3.597391,3.398937,3.199194,3.080637,3.674066,3.770394,2.063239,3.149259,3.639595,2.934052,3.168266,0.014590,2.723356,33.811270,195.053645
6.365490,40.748994,-1.101966,2.324497,3.096452,3.471580,4.019969,3.887803,4.010106,3.418976,3.284180,2.553322,2.754201,3.380510,3.769446,3.561663,3.860187,3.835200,2.937274,2.847067,3.391527,3.646360,3.387983,3.215303,3.176965,3.624775,3.766850,2.341268,3.200483,3.673100,3.018137,3.235277,0.013946,2.916011,31.081266,198.969809
5.872595,41.438892,-0.965196,2.371183,3.180289,3.473552,4.011092,3.916406,4.016353,3.471580,3.406812,2.660830,2.785435,3.448894,3.812515,3.574156,3.863474,3.833885,3.006861,2.985921,3.420200,3.702739,3.456605,3.319362,3.390561,3.589981,3.786180,2.768781,3.240754,3.681154,3.100289,3.323550,0.388946,3.082570,28.674715,202.338285
